day,Actual.Stop.Station,Segment.Direction,Service.Line,Leading.Set.Type,Node.Seq.Order,Actual.Station.Dprt.Time.Band,Occupancy Status,is_weekend,is_peak
13,71,1,15,5,4,87,0,0,0
16,54,0,26,2,1,35,0,0,1
16,73,0,18,0,10,82,0,0,0
12,258,0,19,0,18,52,0,0,0
13,109,0,17,2,11,3,0,0,0
12,44,1,1,0,2,56,0,0,0
16,28,0,7,7,4,39,0,0,1
13,54,0,18,0,1,73,1,0,1
14,107,1,17,9,1,46,0,1,0
11,248,0,13,8,3,88,0,0,0
16,284,0,26,8,21,43,0,0,0
12,265,1,1,0,9,80,0,0,0
12,281,0,21,0,6,53,0,0,0
10,183,0,26,6,6,81,0,0,0
15,279,0,2,0,24,68,0,1,1
12,46,1,7,1,11,50,0,0,0
13,302,0,17,9,20,62,0,0,0
10,170,0,11,3,10,57,0,0,0
15,85,1,10,8,2,26,0,1,0
16,171,1,21,8,2,82,0,0,0
12,116,1,1,0,8,87,0,0,0
11,89,0,19,0,14,89,0,0,0
9,302,0,17,2,22,11,0,0,0
15,22,0,21,0,24,57,0,1,0
12,240,0,19,0,8,77,0,0,0
11,123,0,11,6,2,54,0,0,0
13,301,0,6,0,5,52,0,0,0
12,245,1,18,8,9,56,0,0,0
12,263,1,17,9,14,74,0,0,1
10,5,0,21,0,9,85,0,0,0
10,174,1,24,1,3,81,0,0,0
11,97,1,26,9,20,52,0,0,0
16,28,0,26,4,7,73,0,0,1
14,301,1,21,0,18,67,1,1,1
12,100,0,17,9,8,30,0,0,1
14,149,0,2,0,25,34,0,1,1
12,247,0,13,8,15,62,0,0,0
14,54,1,13,8,19,64,0,1,1
14,242,1,2,0,22,30,0,1,1
11,293,1,21,8,14,77,0,0,0
10,52,1,2,5,4,33,0,0,1
13,141,1,1,0,3,1,0,0,0
15,261,1,6,0,2,44,0,1,0
16,98,0,1,5,10,68,0,0,1
12,201,0,1,0,8,74,0,0,1
10,281,1,21,0,15,37,0,0,1
10,66,1,13,2,9,29,0,0,1
11,205,0,26,0,11,0,0,0,0
16,54,1,1,5,7,93,0,0,0
10,84,1,18,0,2,35,0,0,1
13,78,0,2,0,7,72,0,0,1
13,204,0,20,3,12,45,0,0,0
16,65,0,18,0,6,39,0,0,1
14,134,0,17,2,11,32,0,1,1
16,193,0,18,0,5,22,0,0,0
12,8,1,26,4,11,64,0,0,1
11,246,0,15,0,8,68,0,0,1
15,129,1,10,8,3,78,0,1,0
12,181,1,26,0,5,25,0,0,0
16,141,0,24,0,16,73,0,0,1
12,268,1,11,3,5,83,0,0,0
12,293,1,21,0,11,31,1,0,1
11,260,0,26,0,14,80,0,0,0
13,42,0,7,7,17,66,0,0,1
11,147,1,17,2,18,71,0,0,1
12,200,1,17,2,17,27,0,0,0
15,120,1,13,8,11,89,0,1,0
11,198,1,22,7,2,89,0,0,0
15,261,0,10,8,2,41,0,1,0
10,119,1,2,0,10,70,0,0,1
11,155,1,1,0,6,35,0,0,1
10,248,1,13,8,14,46,0,0,0
16,164,0,1,4,3,68,1,0,1
11,271,1,21,8,3,75,0,0,1
12,118,0,21,0,17,78,0,0,0
16,286,1,26,0,6,70,0,0,1
10,275,1,11,3,13,16,0,0,0
14,26,0,2,5,17,79,0,1,0
10,185,0,6,5,2,32,1,0,1
10,20,1,2,4,2,66,0,0,1
11,103,1,1,0,18,59,0,0,0
11,25,0,1,0,9,74,0,0,1
12,89,1,18,0,1,77,0,0,0
15,228,1,21,0,14,35,0,1,1
11,119,0,2,0,8,24,0,0,0
12,122,1,1,0,15,57,0,0,0
12,100,0,17,2,15,36,0,0,1
11,248,0,2,0,5,62,0,0,0
14,60,0,26,0,6,0,0,1,0
13,145,0,26,9,14,77,0,0,0
15,194,0,19,0,5,77,0,1,0
10,97,0,26,2,11,35,0,0,1
13,85,1,10,8,2,36,0,0,1
9,182,0,17,2,8,6,0,0,0
11,118,1,17,2,10,28,1,0,1
16,59,0,26,0,17,40,0,0,0
11,281,0,19,0,6,49,0,0,0
11,75,1,26,0,7,51,0,0,0
15,201,1,1,0,2,78,0,1,0
12,272,1,21,8,2,24,0,0,0
11,81,1,1,0,9,87,0,0,0
10,99,0,21,0,11,63,0,0,0
10,56,1,19,0,6,20,0,0,0
16,238,0,26,9,11,69,0,0,1
14,164,1,1,0,13,56,0,1,0
11,32,0,10,2,6,2,0,0,0
15,292,0,13,2,23,84,0,1,0
12,124,0,13,8,6,37,0,0,1
15,107,0,11,3,1,55,0,1,0
15,42,0,2,0,23,66,0,1,1
12,218,0,26,0,2,36,0,0,1
13,82,1,11,3,4,87,0,0,0
16,291,1,1,0,10,76,0,0,0
12,95,1,24,4,16,29,0,0,1
12,218,1,13,8,18,57,0,0,0
11,89,0,18,0,12,28,0,0,1
15,281,1,21,0,15,57,0,1,0
10,274,0,20,3,4,70,0,0,1
11,74,0,1,0,4,58,0,0,0
12,154,0,15,0,3,44,0,0,0
16,272,1,21,0,6,44,0,0,0
13,58,1,6,0,4,92,0,0,0
10,99,0,21,0,14,80,0,0,0
10,217,1,26,0,9,77,0,0,0
13,222,0,26,0,18,85,0,0,0
12,222,1,26,0,1,50,0,0,0
10,194,1,19,0,16,29,0,0,1
10,171,1,19,0,17,63,0,0,0
12,42,0,2,0,23,79,0,0,0
10,91,0,7,4,15,50,0,0,0
12,188,0,1,0,12,30,0,0,1
14,89,0,17,2,4,74,0,1,1
12,54,0,19,0,1,39,1,0,1
16,259,0,11,3,6,34,0,0,1
16,157,1,19,0,8,77,0,0,0
14,210,0,15,0,6,55,0,1,0
13,240,1,19,8,13,59,0,0,0
11,218,0,13,2,2,74,0,0,1
10,145,1,26,9,11,47,0,0,0
12,169,0,7,1,12,57,0,0,0
10,11,1,13,8,13,90,0,0,0
16,301,1,6,0,3,84,0,0,0
10,218,0,13,8,2,78,0,0,0
16,36,0,17,2,20,80,0,0,0
11,72,0,13,2,15,29,0,0,1
13,4,0,13,8,6,75,0,0,1
11,239,1,6,5,5,29,0,0,1
10,301,0,21,4,3,50,0,0,0
12,149,1,2,5,1,51,0,0,0
13,291,1,1,0,10,84,0,0,0
13,54,0,6,0,1,38,0,0,1
15,147,1,17,2,4,32,0,1,1
11,243,0,15,0,5,33,0,0,1
12,234,1,2,0,8,29,0,0,1
15,299,1,17,2,11,21,0,1,0
12,242,1,2,5,22,78,0,0,0
13,54,0,6,0,1,22,0,0,0
11,144,0,22,7,2,61,0,0,0
15,218,0,2,0,2,45,0,1,0
13,130,1,1,0,6,25,0,0,0
16,86,1,24,5,2,18,0,0,0
16,32,1,10,8,1,72,0,0,1
13,41,0,15,0,11,84,0,0,0
11,218,1,13,8,11,73,0,0,1
10,141,0,1,5,17,37,0,0,1
14,54,1,13,8,19,46,0,1,0
13,279,0,7,4,18,60,0,0,0
15,44,0,1,0,19,57,0,1,0
13,54,0,17,9,1,81,0,0,0
16,19,0,2,0,11,78,0,0,0
12,24,0,1,0,11,68,0,0,1
11,8,0,26,0,5,89,0,0,0
14,140,0,24,5,20,73,0,1,1
12,11,0,13,8,7,65,0,0,1
11,239,1,6,5,5,73,0,0,1
12,215,1,2,5,4,84,0,0,0
16,198,0,22,7,1,53,0,0,0
14,117,0,15,0,13,77,0,1,0
12,245,1,26,9,26,80,0,0,0
11,225,0,13,8,5,89,0,0,0
11,245,1,18,8,9,28,0,0,1
13,236,1,13,2,4,33,0,0,1
10,246,0,15,5,8,55,0,0,0
16,136,0,2,5,12,61,0,0,0
13,122,0,1,0,5,87,0,0,0
11,164,1,1,0,10,64,0,0,1
12,272,1,21,0,6,67,0,0,1
16,108,1,26,0,8,71,0,0,1
13,260,0,26,8,14,29,0,0,1
15,117,1,15,0,1,61,0,1,0
10,304,1,24,0,10,82,0,0,0
14,200,1,17,2,3,71,0,1,1
15,264,1,21,0,9,66,0,1,1
13,98,1,7,1,6,49,0,0,0
16,42,1,2,4,3,37,0,0,1
13,105,1,24,5,15,90,0,0,0
10,210,1,15,4,8,33,1,0,1
14,189,0,24,0,4,4,0,1,0
16,111,0,13,8,11,76,0,0,0
12,37,0,26,9,18,52,0,0,0
13,225,0,13,8,8,89,0,0,0
15,245,1,24,0,14,17,0,1,0
14,5,0,21,0,9,84,0,1,0
15,261,0,10,8,2,49,0,1,0
16,121,0,1,0,15,67,0,0,1
11,218,0,24,4,2,72,1,0,1
10,160,0,2,5,6,75,1,0,1
11,281,0,21,0,6,52,0,0,0
14,240,1,19,0,13,62,0,1,0
12,281,1,21,0,15,45,0,0,0
10,13,0,1,0,8,49,0,0,0
16,107,0,11,3,1,27,0,0,0
15,123,0,11,3,2,84,0,1,0
10,175,1,13,8,4,90,0,0,0
10,173,1,13,2,3,71,0,0,1
14,155,1,1,5,6,24,0,1,0
12,32,0,10,8,6,75,0,0,1
15,60,0,26,0,6,94,0,1,0
10,194,1,19,0,16,33,2,0,1
12,198,0,22,7,1,71,0,0,1
10,292,0,13,2,9,75,0,0,1
10,164,0,1,1,3,53,0,0,0
13,54,1,6,5,7,73,0,0,1
15,228,1,21,0,10,19,0,1,0
16,155,1,7,4,5,45,0,0,0
13,121,0,1,0,21,4,0,0,0
14,247,1,13,8,5,79,0,1,0
11,292,0,13,2,9,55,0,0,0
10,118,0,19,0,11,94,0,0,0
16,78,1,2,4,19,60,0,0,0
12,149,1,2,0,1,27,0,0,0
13,99,0,21,0,11,28,0,0,1
15,218,0,18,0,2,45,0,1,0
14,6,0,24,5,3,44,0,1,0
15,255,0,13,8,4,83,0,1,0
13,120,0,13,8,12,72,0,0,1
16,301,0,21,0,3,88,0,0,0
14,301,0,6,0,3,49,0,1,0
10,171,0,21,0,4,54,0,0,0
12,291,1,13,8,8,67,0,0,1
11,132,0,13,8,9,42,0,0,0
12,159,0,26,0,9,58,0,0,0
12,4,0,13,8,6,51,0,0,0
16,133,1,13,8,11,83,0,0,0
13,291,1,13,2,16,26,0,0,0
13,90,0,2,0,3,46,0,0,0
16,229,1,3,7,4,51,0,0,0
14,160,1,2,0,20,25,0,1,0
12,272,0,21,0,16,68,0,0,1
10,158,1,11,3,2,21,0,0,0
12,155,1,1,0,6,55,0,0,0
14,54,1,10,8,6,82,0,1,0
10,218,0,24,4,2,70,2,0,1
16,42,1,24,0,7,57,0,0,0
11,56,1,19,0,6,52,0,0,0
13,54,0,6,0,1,69,0,0,1
11,277,1,21,4,4,40,0,0,0
16,247,1,13,8,7,64,0,0,1
13,91,1,24,1,3,30,0,0,1
16,158,1,20,3,9,71,0,0,1
11,264,0,21,0,16,50,0,0,0
11,43,0,3,4,3,41,0,0,0
10,113,1,11,3,10,92,0,0,0
12,106,0,13,8,12,23,0,0,0
12,54,0,6,0,1,45,0,0,0
12,238,1,26,9,10,26,0,0,0
16,203,0,26,0,5,64,1,0,1
16,240,1,21,0,10,32,1,0,1
13,6,1,15,0,5,42,0,0,0
13,202,1,9,7,9,33,0,0,1
14,136,1,2,0,6,59,0,1,0
11,300,1,17,9,13,30,0,0,1
14,258,1,19,0,3,61,0,1,0
11,218,0,2,5,2,47,0,0,0
12,154,0,15,0,3,61,0,0,0
16,242,1,2,0,14,31,1,0,1
16,117,1,15,0,1,74,0,0,1
12,5,0,19,8,9,53,0,0,0
14,280,1,13,8,1,54,0,1,0
12,166,1,26,9,3,12,0,0,0
16,256,0,17,2,15,79,0,0,0
10,189,0,15,0,4,89,0,0,0
10,236,0,13,2,15,77,0,0,0
15,111,1,13,8,2,46,0,1,0
13,239,0,6,5,3,57,0,0,0
11,84,0,17,2,4,69,0,0,1
12,144,0,22,7,2,90,0,0,0
11,245,1,26,9,16,34,0,0,1
16,149,0,24,1,16,44,0,0,0
13,11,1,13,8,8,26,0,0,0
10,130,0,1,5,10,24,0,0,0
11,174,0,24,5,21,5,0,0,0
13,263,0,17,2,19,30,0,0,1
16,74,1,1,5,16,36,0,0,1
15,56,1,19,0,6,55,0,1,0
10,247,1,13,8,5,86,0,0,0
15,102,0,27,0,6,92,0,1,0
14,103,1,1,0,19,93,0,1,0
13,113,0,11,3,6,44,0,0,0
13,301,1,6,0,3,44,0,0,0
11,110,1,26,9,12,58,0,0,0
16,297,1,13,8,2,45,0,0,0
15,198,1,22,0,2,25,0,1,0
15,6,1,15,0,5,57,0,1,0
15,120,1,13,8,9,48,0,1,0
16,84,1,17,2,31,92,0,0,0
15,133,1,13,8,14,82,0,1,0
12,12,1,2,4,3,36,0,0,1
16,99,0,17,2,12,73,0,0,1
10,46,0,7,4,13,36,0,0,1
13,207,0,26,0,23,27,0,0,0
14,207,1,26,0,1,94,0,1,0
11,127,0,13,2,18,79,0,0,0
12,271,0,21,0,18,41,0,0,0
15,243,1,15,0,9,76,0,1,0
11,51,1,13,8,15,88,0,0,0
16,199,1,13,2,8,65,0,0,1
12,65,1,18,8,7,41,0,0,0
12,277,0,21,0,17,46,0,0,0
12,195,0,13,2,25,31,0,0,1
16,54,1,13,8,12,74,0,0,1
12,291,1,1,5,14,84,0,0,0
15,99,0,21,0,14,22,0,1,0
16,141,0,9,0,12,75,0,0,1
10,51,0,13,8,10,66,0,0,1
15,166,1,26,9,3,27,0,1,0
11,68,0,17,2,16,75,0,0,1
11,60,0,26,8,7,74,0,0,1
11,5,0,19,0,9,32,0,0,1
16,92,1,13,8,8,45,0,0,0
11,28,0,26,0,8,55,0,0,0
11,55,0,21,0,10,70,1,0,1
12,90,1,2,0,15,44,0,0,0
16,258,0,19,0,18,75,0,0,1
13,161,0,10,8,3,55,0,0,0
12,61,1,13,8,19,58,0,0,0
10,178,1,13,8,7,35,0,0,1
13,242,1,2,0,14,39,0,0,1
15,54,1,6,0,7,68,0,1,1
11,220,0,9,4,4,71,1,0,1
15,144,0,22,0,2,74,0,1,1
10,106,1,13,8,5,30,0,0,1
14,73,0,18,0,10,47,0,1,0
16,54,0,26,8,1,94,0,0,0
11,236,1,13,2,4,44,0,0,0
15,121,0,1,0,16,24,0,1,0
12,261,1,21,8,19,66,0,0,1
15,129,0,10,8,4,76,0,1,0
14,236,1,25,2,4,77,0,1,0
14,272,0,21,0,19,26,0,1,0
15,171,1,21,0,21,48,0,1,0
11,272,0,21,0,19,62,0,0,0
15,272,1,21,0,2,51,0,1,0
12,54,0,21,7,1,38,1,0,1
13,54,1,13,8,12,66,0,0,1
11,201,1,1,0,2,75,0,0,1
15,157,1,19,0,8,21,0,1,0
16,218,0,24,4,2,20,0,0,0
10,107,1,11,6,15,49,0,0,0
11,283,1,7,7,19,29,0,0,1
16,138,1,26,9,5,32,0,0,1
14,98,1,24,0,3,82,0,1,0
15,144,1,2,0,3,80,0,1,0
11,185,1,6,5,6,51,0,0,0
14,141,0,24,0,22,42,0,1,0
16,245,1,26,0,13,75,0,0,1
12,123,0,11,6,2,72,0,0,1
14,255,1,13,8,17,57,0,1,0
11,270,0,26,0,13,55,0,0,0
15,241,0,26,0,1,7,0,1,0
12,105,0,7,4,10,36,0,0,1
12,54,1,6,0,1,65,0,0,1
10,214,0,13,8,22,41,0,0,0
10,300,0,17,2,9,72,0,0,1
14,238,1,26,9,13,48,0,1,0
12,245,0,24,0,4,34,0,0,1
16,261,0,10,2,2,67,0,0,1
16,24,1,1,5,5,85,0,0,0
10,291,0,13,8,3,74,1,0,1
14,292,0,13,2,11,36,0,1,1
15,22,1,21,0,1,33,0,1,1
16,121,0,1,0,15,83,0,0,0
10,28,1,26,8,9,79,0,0,0
12,66,0,23,2,2,21,0,0,0
11,263,1,17,2,2,73,0,0,1
15,56,0,19,0,6,52,0,1,0
11,188,0,1,5,12,72,0,0,1
14,210,0,15,0,6,41,0,1,0
13,52,1,2,5,4,29,0,0,1
14,91,1,24,0,12,36,0,1,1
12,54,0,17,9,1,65,0,0,1
11,12,0,2,5,15,39,0,0,1
12,144,0,22,7,2,63,0,0,0
11,271,1,21,0,3,58,0,0,0
16,83,1,26,0,2,92,0,0,0
10,304,0,24,1,11,88,0,0,0
11,41,0,26,0,3,95,0,0,0
11,268,0,11,3,8,51,0,0,0
15,7,0,21,0,21,55,0,1,0
16,299,1,17,9,4,18,0,0,0
13,98,0,24,0,18,70,0,0,1
11,78,0,2,0,7,76,0,0,0
14,45,1,2,0,8,88,0,1,0
11,44,0,7,4,26,58,0,0,0
10,82,1,11,3,4,15,0,0,0
15,117,1,15,0,1,30,0,1,1
16,54,0,21,0,1,31,1,0,1
12,164,1,1,0,17,71,0,0,1
14,185,0,6,0,2,91,0,1,0
12,279,1,2,0,2,81,0,0,0
12,42,1,7,4,10,62,0,0,0
13,296,0,26,9,15,43,0,0,0
13,239,0,6,4,3,31,0,0,1
13,171,0,19,0,4,81,0,0,0
11,151,0,13,8,16,63,0,0,0
16,218,1,13,8,20,53,0,0,0
14,51,0,13,8,10,89,0,1,0
12,239,1,6,0,5,71,0,0,1
16,60,1,26,0,18,60,0,0,0
16,278,1,26,9,15,21,0,0,0
14,54,1,6,0,1,83,0,1,0
10,32,0,10,8,6,3,0,0,0
14,293,1,21,0,14,89,0,1,0
12,201,1,1,0,12,40,0,0,0
13,190,1,17,9,19,0,0,0,0
12,130,0,1,0,7,51,0,0,0
11,274,0,11,3,4,63,0,0,0
11,206,0,19,2,17,45,0,0,0
16,152,1,13,8,4,72,0,0,1
16,169,1,24,0,15,91,0,0,0
12,98,0,24,5,20,27,0,0,0
12,189,1,15,4,10,34,2,0,1
10,84,1,17,9,12,33,0,0,1
11,293,1,21,0,18,82,0,0,0
10,286,1,26,0,11,21,0,0,0
13,31,0,25,2,9,16,0,0,0
13,51,0,13,8,10,77,0,0,0
14,54,1,6,0,1,36,0,1,1
12,292,1,13,2,10,50,0,0,0
11,44,0,7,4,26,54,0,0,0
11,62,1,17,9,6,19,0,0,0
14,263,0,17,9,9,39,0,1,1
16,5,0,19,0,9,68,1,0,1
14,291,1,1,5,15,64,0,1,1
11,159,1,26,0,10,42,0,0,0
11,55,1,21,0,11,53,0,0,0
12,171,1,19,0,17,28,0,0,1
13,13,1,1,0,8,78,0,0,0
11,60,1,3,4,7,63,0,0,0
11,303,0,2,0,16,4,0,0,0
16,218,0,15,0,2,69,2,0,1
10,42,0,2,0,23,27,0,0,0
11,161,1,10,8,4,36,0,0,1
15,120,1,13,8,11,21,0,1,0
10,119,1,2,5,18,46,0,0,0
13,261,1,21,0,19,72,1,0,1
12,144,0,26,4,5,36,0,0,1
12,164,0,1,0,3,66,0,0,1
12,283,1,7,1,19,54,0,0,0
16,4,0,13,8,6,32,0,0,1
14,54,1,17,2,20,50,0,1,0
11,144,0,22,7,2,84,0,0,0
14,269,0,2,0,21,28,0,1,1
12,218,0,13,8,2,21,0,0,0
16,54,1,6,1,1,69,0,0,1
12,216,1,21,0,6,28,0,0,1
12,185,1,6,0,6,82,0,0,0
13,245,1,15,0,2,36,0,0,1
12,203,1,26,0,12,25,1,0,0
16,223,1,26,0,7,55,0,0,0
15,51,1,13,8,13,92,0,1,0
13,5,0,19,0,9,42,0,0,0
16,74,0,1,7,4,61,0,0,0
13,28,0,26,4,7,73,0,0,1
16,71,0,15,5,10,77,0,0,0
13,32,1,10,8,1,51,0,0,0
13,56,0,19,0,15,68,0,0,1
11,155,1,7,4,5,57,0,0,0
13,293,1,19,0,14,27,0,0,0
14,245,1,18,0,9,29,0,1,1
12,218,0,13,8,2,69,1,0,1
15,257,0,13,2,15,40,0,1,0
16,128,0,21,0,13,84,0,0,0
16,144,1,2,0,3,56,0,0,0
11,304,0,7,1,11,32,0,0,1
15,207,1,26,0,1,80,0,1,0
16,157,1,19,0,2,70,0,0,1
10,55,1,19,0,11,31,1,0,1
10,228,1,21,4,10,25,0,0,0
11,195,0,13,2,8,87,0,0,0
11,279,0,24,0,15,84,0,0,0
16,261,1,21,8,4,82,0,0,0
12,224,1,1,0,3,63,0,0,0
12,117,1,15,0,1,27,0,0,0
12,105,1,24,0,11,56,0,0,0
14,80,0,20,3,17,31,0,1,1
11,55,1,19,0,11,29,0,0,1
16,120,0,13,8,7,56,0,0,0
13,141,1,1,0,3,86,0,0,0
13,171,1,17,2,14,35,1,0,1
13,207,1,26,0,2,73,0,0,1
11,8,0,26,8,6,40,0,0,0
13,8,0,26,0,6,82,0,0,0
15,271,1,21,0,3,79,0,1,0
13,45,1,2,5,14,75,0,0,1
14,54,1,17,2,20,82,0,1,0
12,122,1,1,7,15,82,0,0,0
13,98,0,24,0,18,50,0,0,0
14,261,0,6,0,6,79,0,1,0
11,149,0,7,7,16,35,0,0,1
10,81,0,9,5,6,69,1,0,1
12,118,0,19,0,20,51,0,0,0
15,8,0,24,0,7,38,0,1,1
10,16,1,19,0,5,77,0,0,0
12,291,1,13,8,8,35,0,0,1
12,8,0,24,1,8,23,0,0,0
12,144,1,2,0,3,70,0,0,1
11,261,0,21,8,2,35,2,0,1
15,144,0,22,0,2,58,0,1,0
10,293,0,21,0,7,60,0,0,0
14,177,1,17,2,12,89,0,1,0
14,58,0,6,0,4,26,0,1,0
12,297,0,13,8,12,21,0,0,0
13,12,0,2,1,15,29,0,0,1
10,89,1,19,0,7,30,1,0,1
15,197,1,13,8,8,25,0,1,0
11,144,1,24,0,15,52,0,0,0
11,261,0,21,8,2,58,0,0,0
15,291,0,1,0,6,45,0,1,0
16,149,0,7,4,19,58,0,0,0
10,301,1,19,0,18,74,1,0,1
13,141,1,7,7,2,70,0,0,1
11,54,1,6,0,1,61,0,0,0
13,6,1,24,5,18,82,0,0,0
11,298,0,14,8,7,21,0,0,0
12,214,0,13,2,22,85,0,0,0
13,218,1,9,0,13,30,1,0,1
14,85,1,10,2,2,73,0,1,1
13,9,0,13,2,9,71,0,0,1
16,202,0,1,0,16,93,0,0,0
16,286,1,26,0,10,56,0,0,0
12,144,0,22,7,2,71,0,0,1
10,84,1,18,0,2,29,0,0,1
13,194,1,19,0,16,60,0,0,0
12,218,0,13,8,2,64,0,0,1
16,185,0,6,0,2,46,0,0,0
14,225,1,13,8,11,32,0,1,1
12,245,1,17,9,14,26,0,0,0
13,203,0,26,9,3,29,0,0,1
12,25,0,1,5,9,32,0,0,1
12,189,0,15,5,4,60,0,0,0
12,285,1,18,0,4,79,0,0,0
13,218,1,24,0,17,31,1,0,1
15,156,0,19,0,10,44,0,1,0
12,278,1,26,9,18,76,0,0,0
14,27,1,26,9,4,16,0,1,0
10,120,1,13,8,13,18,0,0,0
11,301,1,21,0,3,40,0,0,0
16,102,1,26,0,13,84,0,0,0
11,41,0,15,5,11,32,0,0,1
14,54,1,13,8,22,28,0,1,1
11,133,1,13,8,4,71,0,0,1
11,87,0,26,2,24,60,0,0,0
12,221,1,18,0,6,93,0,0,0
15,238,0,26,9,8,31,0,1,1
11,59,0,26,0,19,35,0,0,1
14,6,0,24,0,3,80,0,1,0
12,149,1,2,0,1,17,0,0,0
12,247,0,13,8,15,1,0,0,0
11,117,0,15,0,13,43,0,0,0
16,133,1,13,8,16,22,0,0,0
10,218,0,24,5,2,1,0,0,0
12,274,0,11,3,4,63,0,0,0
10,164,0,1,0,3,28,0,0,1
16,142,1,26,9,2,31,0,0,1
10,218,0,15,5,2,76,0,0,0
10,54,1,6,5,1,64,0,0,1
13,42,0,24,1,14,63,0,0,0
11,11,0,13,2,7,35,0,0,1
12,197,0,13,8,12,91,0,0,0
11,120,0,13,8,4,73,1,0,1
12,108,0,26,0,9,82,0,0,0
13,32,0,10,8,6,59,0,0,0
13,239,1,6,5,5,65,0,0,1
13,232,0,26,0,14,75,0,0,1
15,296,1,26,9,10,63,0,1,0
10,218,1,26,0,17,94,0,0,0
12,200,0,17,2,18,49,0,0,0
14,149,1,2,5,1,18,0,1,0
16,12,0,2,0,15,58,0,0,0
12,240,0,21,0,8,83,0,0,0
13,178,1,13,8,11,60,0,0,0
15,133,0,13,8,6,40,0,1,0
13,245,0,26,0,3,42,0,0,0
14,202,1,1,0,10,43,0,1,0
16,58,0,6,0,4,50,0,0,0
12,218,1,26,0,19,31,1,0,1
13,111,1,13,8,2,66,0,0,1
15,281,0,21,0,6,85,0,1,0
15,279,0,24,0,15,51,0,1,0
11,60,1,3,4,7,73,0,0,1
12,301,1,21,0,15,64,0,0,1
13,203,1,26,0,11,61,0,0,0
16,218,1,13,8,15,58,0,0,0
11,291,0,13,8,5,89,0,0,0
12,60,0,26,0,7,82,0,0,0
10,209,0,13,8,10,51,0,0,0
12,255,1,13,8,16,18,0,0,0
13,99,1,21,0,7,60,0,0,0
10,68,0,17,2,7,82,0,0,0
12,220,0,9,4,4,71,1,0,1
15,54,0,19,0,1,80,0,1,0
12,245,1,26,0,14,26,1,0,0
15,201,1,1,5,2,40,0,1,0
16,108,0,26,8,9,40,0,0,0
14,239,0,6,0,3,54,0,1,0
15,218,0,2,0,2,83,0,1,0
12,267,1,26,9,11,39,0,0,1
10,284,1,26,2,4,47,0,0,0
11,156,1,19,8,9,76,0,0,0
13,51,0,13,8,10,65,0,0,1
10,224,0,1,0,7,52,0,0,0
11,286,1,26,0,10,60,0,0,0
13,293,0,19,0,7,35,0,0,1
15,5,0,19,0,7,93,0,1,0
10,54,1,6,4,7,52,0,0,0
16,54,1,6,0,7,76,0,0,0
16,262,1,13,2,9,77,0,0,0
15,5,0,21,0,9,85,0,1,0
12,261,0,10,8,2,90,0,0,0
16,293,1,21,8,14,22,0,0,0
10,103,0,1,5,2,31,0,0,1
13,155,1,7,4,5,61,0,0,0
16,54,1,6,1,7,87,0,0,0
11,25,0,1,0,9,38,0,0,1
13,80,1,20,3,1,27,0,0,0
13,53,1,7,7,7,67,0,0,1
13,5,0,21,0,9,38,0,0,1
16,295,0,17,2,9,43,0,0,0
16,160,1,2,0,20,50,0,0,0
12,129,1,10,8,3,57,0,0,0
11,158,0,11,6,14,17,0,0,0
12,118,0,18,0,18,5,0,0,0
13,144,0,22,7,2,25,0,0,0
11,226,1,26,8,7,76,0,0,0
13,255,0,13,8,4,57,0,0,0
12,130,1,1,0,6,55,0,0,0
10,7,0,21,0,18,68,0,0,1
12,261,0,10,8,2,68,0,0,1
10,136,0,2,5,12,91,0,0,0
13,218,0,13,8,2,65,0,0,1
10,201,1,1,5,2,52,0,0,0
13,70,1,13,8,1,73,0,0,1
11,283,0,7,4,8,41,0,0,0
11,245,0,15,0,12,90,0,0,0
13,156,0,19,4,12,34,0,0,1
10,89,0,18,0,12,46,0,0,0
14,124,0,13,8,17,92,0,1,0
15,13,0,1,0,8,61,0,1,0
13,26,0,2,5,17,42,0,0,0
11,54,1,6,0,1,61,0,0,0
14,191,1,19,0,2,54,0,1,0
12,114,1,11,3,3,70,0,0,1
14,122,1,1,0,16,54,0,1,0
14,161,0,10,8,3,90,0,1,0
10,119,1,2,5,10,57,0,0,0
11,24,1,1,0,5,61,0,0,0
14,198,0,22,0,1,70,0,1,1
11,245,1,26,0,13,60,0,0,0
16,277,1,21,0,4,94,0,0,0
12,248,1,2,0,13,77,0,0,0
16,28,1,26,0,1,34,0,0,1
13,164,0,1,0,3,73,1,0,1
12,173,0,13,2,16,83,0,0,0
14,215,0,2,0,14,57,0,1,0
13,184,1,26,0,5,92,0,0,0
16,37,0,26,9,18,60,0,0,0
15,164,0,1,5,3,66,1,1,1
12,60,1,26,0,10,68,0,0,1
10,235,1,7,4,22,68,0,0,1
14,58,0,6,0,4,47,0,1,0
16,84,1,17,2,18,16,0,0,0
13,119,0,2,0,8,77,0,0,0
12,226,1,26,8,6,61,0,0,0
11,56,0,19,0,15,76,0,0,0
14,125,0,26,9,17,92,0,1,0
16,28,0,7,7,1,26,0,0,0
12,146,1,21,0,10,76,0,0,0
13,55,0,21,8,10,36,0,0,1
11,260,1,26,8,3,68,0,0,1
10,226,1,26,4,7,46,0,0,0
14,89,1,19,0,7,70,0,1,1
11,141,1,7,4,2,28,0,0,1
16,248,0,2,5,5,59,0,0,0
12,257,0,13,8,10,40,0,0,0
